theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,costs1,costs2,effects1,effects2
999.3452161385,0.0953206819,1.6306459552,250.3589356525,0.6548351441,0.3413673558,2.5955144086,0.3291982623,-0.0981887546,0.8814971623,1500.6317982184,0.0560416515,5.4910096713,0.7439984846,0.3403455559,1.26040418,0.1910065188,-0.1161797964,0.3397645883,1038.2595781466,1577.6735643286,0.5517064491,0.3116154837
999.5767350463,0.1095920003,4.0678335227,171.0075438673,0.729045113,0.1284980491,2.9406016945,0.2734970305,-0.1508487463,0.393233502,1499.2024792925,0.0800981212,6.11165751,0.845071785,0.2476262913,2.8541443476,0.1493839583,-0.1065870833,0.3102688445,1075.8122422455,1582.9161928149,0.2592546284,0.5923237067
999.8120029355,0.0672410461,3.1359343207,173.4643347891,0.7642839319,0.3668168818,3.0128659956,0.257895303,-0.0948319924,0.6422636994,1499.3237391379,0.0661382509,5.7694056338,0.8493742172,0.304477601,3.6335094751,0.2044528983,-0.0958763692,0.2401707284,1036.3893004366,1565.513981996,0.8289560899,0.9349737186
1000.2581707307,0.106566349,5.1714149201,524.6993906449,0.571783192,0.3643290713,2.39586915,0.0662005814,-0.1084461192,0.7425901518,1499.9920005109,0.0864640552,7.9651823278,0.7743251531,0.3026989783,1.4909366981,0.159767778,-0.1080207581,0.6642027137,1289.4193789573,1861.353501584,0.4937696468,0.3379938575
999.4092060908,0.1125345287,5.5327355135,275.6890084579,0.8900103939,0.4099640283,3.5776680217,0.2159024408,-0.1269086802,0.1927097019,1500.1604959473,0.0656081876,6.6587990444,0.8843140201,0.2457839131,3.4847142436,0.148766136,-0.1107575845,0.6898113365,1171.0597395859,1620.6012319028,1.3001115423,0.7460371932
1000.2819630731,0.1351622134,4.8037641209,722.341457241,0.8485834262,0.2845018725,3.296558196,0.3012432948,-0.1169319741,0.6443596406,1500.5972316558,0.0857937303,7.0536855118,0.9629635677,0.2532157262,3.8140892391,0.2631276855,-0.0696435137,0.886564209,1469.2891633324,1937.7308269547,0.7731693098,0.9137716474
999.1646900486,0.1189091802,4.5545008489,468.6352802068,0.7481777213,0.2726124919,3.1415048978,0.1602869909,-0.0810705815,0.5142245619,1497.43183241,0.0591136875,5.9509071008,0.8739843022,0.2424242761,3.2081671196,0.1795569541,-0.0881127028,0.7305902528,1252.9644183756,1662.2883805586,0.6340673631,0.6681715964
999.6577986078,0.0546469228,8.6518353555,151.7744774044,0.9550001522,0.3304358962,3.9007111746,0.3764863323,-0.0731293351,0.4122688636,1500.0964878517,0.0894967088,5.3152585458,0.9420047853,0.253434949,4.614528325,0.2174233958,-0.0908026685,0.4658442104,1071.4161915273,1572.2953254125,1.2195824474,1.09246136
999.9292025518,0.1050607657,1.7134589812,380.9035817744,0.6649721708,0.155244978,3.4663814224,0.2771669052,-0.0833168438,0.3733523092,1500.9790774421,0.1139290829,6.2553853649,0.8686041616,0.2664674645,4.0839542471,0.1310047021,-0.1006331671,0.8065183578,1068.4984416865,1772.4377541105,0.3492252963,0.934617935
999.8997645872,0.0994597369,4.413729209,821.5883870826,0.7476263364,0.2959123832,3.4809304473,0.1736569729,-0.1013058001,0.2082739746,1501.6548548305,0.0919522521,5.9984475894,0.8489612901,0.2576575212,2.2684880331,0.1193302475,-0.0895672822,0.6301483287,1360.5674916131,1954.8189900456,0.7664287738,0.4894768548
1000.6396100633,0.0818380538,6.3423113226,21.9002091616,0.564966837,0.3641303955,2.880199718,0.191575544,-0.0983552383,0.5246380685,1499.0495579957,0.113604243,4.6772267464,0.7427522686,0.3137082521,2.8175837425,0.1918881446,-0.0901749591,0.6797755716,1012.0067475145,1510.6862955387,0.582633817,0.6447556884
1000.9077510408,0.1037550477,1.7595731658,436.8476103634,0.8254591252,0.3140094135,3.1638294994,0.1566173363,-0.1561076646,0.9292022578,1500.3420385769,0.0871342669,5.2520774325,0.8145342267,0.2989685597,3.310312397,0.1879945517,-0.0981010661,0.3177874938,1080.6606592677,1700.2591953129,0.7973525098,0.8002669022
1000.4039839786,0.1253965893,5.762147544,108.7542493202,0.6095287803,0.2072427243,2.4892459546,0.1406446326,-0.0806160798,0.4413620483,1499.4599027642,0.0482587159,5.9355500262,0.6867920598,0.3722371583,2.3751811282,0.204522862,-0.0866476811,0.1273033554,1078.9847636552,1530.6116899076,0.3094382975,0.6049579287
1000.1262521904,0.1317557589,7.2395688682,773.4738575551,0.7399458302,0.3529189876,3.1254388348,0.3952983858,-0.1016586141,0.6316940048,1500.7970239152,0.0891198148,4.9138126177,0.883176444,0.3012356825,3.2781577011,0.1310224505,-0.0792504165,0.5833335191,1737.9080736155,1839.5152030538,0.7907950837,0.8660779435
999.9139259527,0.1067246997,4.888042205,319.0386273424,0.7887440221,0.3590621041,3.0534926906,0.1663930031,-0.1021873723,0.6804776769,1500.8059181316,0.0621234662,5.2859576326,0.7199833738,0.3678978743,4.0189054908,0.3280017403,-0.0937674192,0.5785505772,1166.3483497229,1605.572463869,0.8532034857,1.0467352739
998.9593461677,0.0751572428,5.0347865933,178.8583620115,0.6134593945,0.1616850506,2.796429315,0.2615147168,-0.1107857989,0.716449241,1500.4985834859,0.0841417461,5.5957194326,0.7485361399,0.2552816522,1.8577763521,0.2811112905,-0.1325045523,0.4678781179,1066.6394716931,1584.7111105955,0.2566129796,0.3375701476
999.5940252854,0.0932875574,8.4522743706,401.7000645011,0.6406066398,0.3614069474,1.8804732094,0.2803367451,-0.073687432,0.7956924399,1501.1513028618,0.1063351151,7.196009841,0.6316828868,0.2768175764,0.4331875585,0.1430475258,-0.1312102042,0.5773541853,1316.3313249568,1808.5275866883,0.4189297215,0.0649110464
1001.4268074929,0.0908553428,1.9308407338,340.7090846755,0.7143748369,0.2214524791,2.9607778404,0.1016815371,-0.0891221136,0.6921919858,1500.1690998945,0.077384253,6.2357576544,0.7937450712,0.1589046911,2.666768985,0.1910733876,-0.0742531983,0.7557259001,1061.1964471607,1664.5780805322,0.4621225926,0.3256369841
999.010321663,0.0970743441,6.1463839143,479.0215105575,0.5907103086,0.3819611915,2.8896137,0.3580084989,-0.0657122977,0.7080693194,1501.7119902216,0.0708284321,4.9530505717,0.7911068464,0.3209628853,2.1560103878,0.2145931233,-0.1245903748,0.5979950148,1284.8214698187,1669.7607866222,0.6353212262,0.5314572587
998.7062268102,0.0830693358,2.1722216888,-82.5811610096,0.7481476649,0.0959465797,3.498036727,0.1723573565,-0.1338958808,0.5167897171,1499.6265660258,0.0905013066,5.8143327315,0.852758466,0.2608498355,4.2116258062,0.1427698472,-0.1012602134,0.2829550852,983.8048681376,1456.1719702298,0.2391703633,0.932751415
1000.0176128964,0.1132647365,6.586221129,133.8004218575,0.5423524272,0.4258687282,2.2233946135,0.317872567,-0.0919922733,0.19780385,1499.8087520783,0.0713581739,6.0335016938,0.7940037413,0.4439569732,1.0312360067,0.2241525299,-0.1059978793,0.2276003983,1099.8309348056,1557.4151406472,0.5077553957,0.3581065838
998.9936765752,0.0524890815,7.8086355454,52.9123604896,0.6590575029,0.2445394513,3.0122332846,0.2518553556,-0.0951372739,0.0505152787,1499.1197460071,0.073615784,6.1695016935,0.7180427336,0.3317358336,2.5561132981,0.2265259209,-0.1072118851,0.633440967,1020.6807656249,1523.1510958625,0.4842578765,0.5934835589
999.0294502083,0.1180139151,-0.195524289,480.4174205586,0.7126798931,0.3006719217,2.6494202596,0.237966857,-0.0824729746,0.211929065,1502.6733781409,0.0703996677,6.3887783659,0.8377840872,0.3125467243,2.5414581309,0.2578112266,-0.1069957109,0.6091584293,987.9440167129,1718.7496999116,0.5635659943,0.6486689042
1001.3617006279,0.1072215849,5.0901437004,492.5657409294,0.733193961,0.4252216178,2.8301867179,0.1750661073,-0.1035712323,0.4467497407,1501.6902861829,0.0565527279,5.8222654503,0.839833826,0.3854322244,3.3388264861,0.2591475777,-0.0894233554,0.8795664546,1270.190918078,1663.8749417668,0.8742667104,1.0603919231
1000.2500026581,0.1102418093,4.4698554652,114.1934421923,0.560950421,0.1514848705,3.0201590496,0.1646728986,-0.0908147942,0.5984606246,1499.5265859888,0.0586427149,7.4372742233,0.7171387987,0.278219506,1.705113959,0.2130172573,-0.0825761481,0.6941702075,1056.5205289103,1549.3311367282,0.2476897107,0.327997197
999.2297841669,0.097028871,3.9889160233,398.6662406663,0.7624913351,0.3999811125,2.8941458622,0.2461753369,-0.1439138843,0.64849063,1500.8274031127,0.0811237365,7.233456843,0.7864065427,0.2478530108,3.8339852918,0.1984881951,-0.1223212657,0.5890024098,1153.5295731828,1734.7667652157,0.859688019,0.7329938722
1000.5104280688,0.0835511175,5.9878447135,-34.8893180541,0.7225509498,0.316818477,3.0541929225,0.3173260733,-0.0972162715,0.5283675761,1499.7300019384,0.1023738153,6.9210895441,0.7754402778,0.2742135281,2.729191003,0.1424927247,-0.1128762346,0.2900087965,983.0556121501,1475.0095823392,0.6828584348,0.5756603295
1000.555719216,0.137203494,7.1594013239,497.146748938,0.8280771064,0.3201868716,3.063991433,0.3027658093,-0.0792405411,0.871349539,1502.8496821985,0.106654444,5.6770308867,1,0.2696305511,4.4163644335,0.2452882385,-0.0787616634,0.2419888116,1488.9004236813,1803.8623804813,0.7914800745,1.1861117192
999.6245884337,0.0789575645,7.5830940953,604.9126342538,0.8747373797,0.2584426345,3.9831462214,0.3187096375,-0.1081561577,0.5223120496,1500.8858653395,0.1051603692,6.350942659,0.9037804618,0.3387912478,3.3361819245,0.1255782833,-0.1220024675,0.9662338731,1361.8115766264,1904.8873388933,0.8824632971,1.0067117187
1002.0560973763,0.1149868596,6.9179467656,316.5518666419,0.8136785742,0.1919466434,3.3480850987,0.1857247793,-0.1179615891,0.4869815496,1500.2577421858,0.0200372685,4.1063054744,0.8984232554,0.3188513617,4.0694827166,0.2064773834,-0.0803800135,0.5608781748,1253.8645518788,1526.3033591869,0.5122445618,1.1564494727
1000.2307328254,0.0947531004,8.0166992805,310.0172758686,0.7492273838,0.3781200214,2.4361773829,0.3375348475,-0.1091851577,0.5464038447,1498.6462559056,0.0689730987,4.1836355329,0.6905285461,0.3066227982,2.8617518135,0.2451688645,-0.0966591368,0.3570315276,1235.7220603477,1588.1043159935,0.6700268186,0.5974629828
1000.9684388933,0.0917586934,4.4091425981,502.1528703983,0.8640094111,0.3629827888,3.4950062308,0.2000976228,-0.0841127857,0.6955627815,1499.0491489154,0.055921543,6.744685191,1,0.308938946,4.619538373,0.2852008431,-0.107005177,0.5260322555,1204.1280230996,1688.4477553934,1.0843989046,1.4111018812
999.0062544724,0.0715162978,3.7415673057,446.1322743028,0.8248396941,0.277785269,2.7504178372,0.1999602216,-0.0708770087,0.4771520086,1498.376500203,0.0819666022,7.2484264629,0.791873131,0.3042408915,5.2533278755,0.2285628312,-0.0733419531,0.6227362632,1118.3836853615,1763.4365724137,0.623436132,1.2551936558
1002.0403564349,0.1274257437,4.6119579278,682.8028827291,0.5755562544,0.3491478812,2.4585881042,0.2938423994,-0.1029938481,0.4015713542,1499.4232846897,0.0954636608,7.1136552138,0.793285038,0.2978772872,3.054359555,0.2359450514,-0.1077203064,0.6688004135,1403.311435393,1963.1116963548,0.4819105814,0.7047517545
1001.005371121,0.0775712223,4.8518509635,600.581369527,0.5606132135,0.2415157864,2.5215804736,0.3287708849,-0.093655133,0.185080766,1498.6756246556,0.1065413128,5.9328599951,0.6054770356,0.2493090345,0.0034457278,0.1769926759,-0.0598288316,0.6448390071,1227.042583437,1878.2999209333,0.335715446,-0.0063082354
1000.515530365,0.0875015789,3.8426415985,844.057175915,0.7342789063,0.3869605631,3.323089986,0.0565802114,-0.1091003302,0.176965208,1498.8697533786,0.0693056282,7.4186304545,0.8861447911,0.2241027911,3.951180993,0.2993600529,-0.0822005526,0.3374790498,1284.3189576412,1932.8441511659,0.9431203577,0.7763507019
998.5815489883,0.1333427296,3.7317497049,144.1994572118,0.5886304894,0.3088777063,2.7142407006,0.2848492881,-0.0510178609,0.566373447,1498.0128991134,0.0709777336,7.1847179636,0.7405645732,0.2568834662,2.5272574173,0.1722439157,-0.0999329291,0.7187713089,1070.3354428594,1571.5481329742,0.48525846,0.4684103096
999.9983908646,0.0848897966,7.8122032671,491.8061021321,0.723321784,0.2650712511,2.8322109528,0.1072374027,-0.1126662843,0.0496624032,1501.917987367,0.1262800817,6.0301419072,0.8666706263,0.3900130116,4.2365628496,0.1739291652,-0.1110624322,0.5755618939,1326.1525648188,1876.4218484271,0.5424249099,1.4208944334
999.809514488,0.0964368044,1.3255133827,505.1901799113,0.6935669751,0.1533537568,2.7925960783,0.2316263439,-0.0559272927,0.5432293643,1500.7330358086,0.0557992161,7.4098844552,0.76584503,0.2737710353,2.470720502,0.2058022233,-0.1040595742,0.6137662496,1064.38710363,1709.61186929,0.2899864738,0.5048823174
998.766113624,0.1175264749,5.5433239719,339.6189022424,0.7470379138,0.3422381532,3.6755820476,0.0652857603,-0.0887091877,0.5303712921,1500.5341625466,0.0793926833,6.0677290149,0.84051515,0.3202650227,4.1375791115,0.2013883136,-0.0954498255,0.683846411,1220.0235239614,1664.1398929662,0.9366456113,1.1006397822
1000.0547292626,0.0847417719,4.9824340851,-52.520374787,0.7639574663,0.2809385142,3.5955266623,0.2284504123,-0.1297363833,0.1284876551,1501.053807435,0.1140035479,5.1693482601,0.9108336114,0.3187253203,2.7551759573,0.187107053,-0.0827611693,0.1628503733,977.8795612381,1470.1022878829,0.7678820218,0.7973216097
999.7257351381,0.1130562691,10.1124016933,297.3514986776,0.694598829,0.3177559484,2.824949416,0.4005775784,-0.1187179283,0.3067074474,1499.5169873931,0.0890395332,7.4291025143,0.8609424145,0.2712133193,4.1164499511,0.2509497239,-0.1121593951,0.4631341547,1339.6789039864,1696.2101925961,0.6089171057,0.9481516078
1000.6284764179,0.1339346322,5.744219434,311.1995204543,0.5904704791,0.3758556864,2.290549862,0.2906745492,-0.1116242287,0.645458778,1499.0424228908,0.0690784962,6.5895089291,0.6682453303,0.2912561988,2.1759822156,0.2334279422,-0.0837088692,0.472749424,1240.0498017039,1640.6983805516,0.487402832,0.4142751943
1001.688065153,0.1413354566,5.0193712431,716.952453501,0.6776687743,0.496395196,3.5947381002,0.1234797015,-0.1023446293,0.7415396192,1501.810295673,0.0892627795,5.3415278689,0.6839862865,0.29374255,2.6524640922,0.1852356741,-0.0914537669,0.4834899121,1510.3049807662,1843.6529561126,1.1998682329,0.5247315857
999.3235461571,0.0899551388,6.0366775679,395.0697833351,0.5876411454,0.2543068388,3.3437425337,0.1749181694,-0.0680480097,0.6716309137,1499.5550286446,0.0665056877,6.4951646146,0.6322247263,0.3816194783,1.291771343,0.1863419882,-0.0765145027,0.5404864001,1213.8583570941,1670.2115013497,0.4916984589,0.3039585473
1000.5663915067,0.0566608499,4.6660291139,297.0611159724,0.7111740655,0.2855178824,3.0906446019,0.206842815,-0.0574960206,0.744090742,1500.9512114192,0.0858203852,6.367249058,0.8493128031,0.3244811642,4.3516734179,0.2329355102,-0.0756469135,0.6694923126,1079.1037584959,1663.2772184334,0.6187151876,1.1874632765
1000.2446159023,0.073494047,7.3828302695,297.2013933123,0.826332922,0.3769149936,3.3199174798,0.3028532607,-0.093014885,0.496538022,1502.5573012104,0.0471879232,6.8861896132,0.8331844088,0.3474519556,4.4057729682,0.2079267701,-0.1319751457,0.4198599043,1161.5043309536,1599.1314039711,1.0200250213,1.2639126099
1000.1060525345,0.0671681163,4.497204732,372.3830528961,0.7904688125,0.2215825138,2.8975796094,0.2737975271,-0.1122663332,0.350261851,1500.2467996553,0.1069438013,6.2557518092,0.811070241,0.3697951961,1.9404276259,0.2604875088,-0.1304576442,0.1849022469,1112.5913434899,1749.3762300948,0.4967564174,0.575708766
999.4383778473,0.1166481663,3.7397569018,267.329031398,0.6115991856,0.3428904232,2.5814434148,0.2466836902,-0.0933226125,0.7974175731,1499.598671686,0.0945728045,7.161285174,0.7371907695,0.308686095,2.4837209624,0.1822999814,-0.0985282139,0.301408682,1116.0568676762,1680.6506860394,0.5230008973,0.5597830733
998.0616483729,0.107562468,5.4073213952,514.0360750565,0.634928178,0.173167265,2.6852640988,0.1885877267,-0.1049142058,0.4814876509,1499.2028556342,0.0608242079,5.4428300309,0.8700069024,0.2994811136,2.9938741794,0.1794396477,-0.0777388355,0.4193630807,1297.0377954091,1669.3774928461,0.2857150119,0.7742059457
1001.3431770875,0.1292275813,5.4646743815,538.6396855122,0.6183679627,0.2786408378,1.3610613236,0.1211791712,-0.1332738765,0.1894623857,1500.9552591834,0.0892124521,7.5370784712,0.668035797,0.2377693681,1.651833055,0.2204183442,-0.1286879699,0.3287260863,1381.723333854,1863.1372581007,0.2314545393,0.2530502234
1001.1111126035,0.0929209731,5.4663747725,360.7069184042,0.7241425082,0.1807105139,3.0519001169,0.4644959418,-0.1033764376,0.6433051336,1501.0416828714,0.0802293547,5.2491757768,0.8523716399,0.2692310469,2.8397245065,0.1663290524,-0.0470421288,0.4761583047,1184.3288961317,1652.9490678195,0.3684819676,0.6479482322
999.1178135884,0.0946694707,6.0814605915,485.5477271297,0.7986386301,0.3545173599,3.4067361253,0.2599441651,-0.0956315551,0.6052130547,1499.9213922831,0.0673837855,5.9495074172,0.8869011276,0.2758437638,4.3190001793,0.3057087676,-0.1164314892,0.1863977768,1278.6615535001,1694.5776370756,0.9495085776,1.0499920785
1001.4129386091,0.1112396913,4.417245744,511.6838738317,0.6996914533,0.2195060932,3.3137436273,0.3802047584,-0.1297663523,0.8207837182,1500.7039993512,0.0982111735,7.2106825238,0.8989562059,0.3416090852,5.5068284032,0.2174856327,-0.1117596398,0.8035832761,1252.8406057896,1863.0629595585,0.468450759,1.6715687962
998.7738625057,0.063329649,6.472368482,230.3018473379,0.6393666971,0.2319451153,2.753058458,0.2970342047,-0.0803194664,0.4294082181,1500.406126626,0.0916819825,6.9179843218,0.6453100613,0.3351405402,2.0901556199,0.1777508391,-0.103239706,0.5927636707,1093.1729371047,1646.4761137431,0.3980283525,0.4411592685
1000.5042848272,0.0619390082,7.7036924646,478.6420180087,0.7359336495,0.4354667521,3.2925007746,-0.0043253404,-0.0538349628,0.4938881091,1499.0220196235,0.0865440846,7.212582852,0.7759753985,0.3197131915,2.4751916671,0.1543166929,-0.0875244031,0.5425792353,1228.8926653749,1797.7934212101,1.0552779919,0.6067409057
999.9412180345,0.0464061592,3.0116628694,547.924570911,0.7083567999,0.2979880138,2.7007990724,0.2710509538,-0.0622583023,0.6188114937,1499.7009517453,0.1016942642,5.7657959461,0.8031131276,0.2767899461,3.0848106937,0.2260663338,-0.083369117,0.4327038927,1076.5189953243,1820.9756343681,0.559647076,0.6775786468
998.9359549942,0.1023555217,6.6025697681,486.9126274728,0.5183269189,0.1745779197,2.3305309165,0.1803189976,-0.0638664037,0.7007815744,1500.6480219451,0.0812912082,6.9259607673,0.7152195405,0.2994315234,1.9310188876,0.1756671623,-0.0718568197,0.7566126663,1327.9961212092,1774.7894326706,0.2028156669,0.4039949744
999.1020885259,0.1404045169,5.4765065593,491.587051326,0.8330418915,0.3316932964,3.2855739607,0.1175454469,-0.1182081683,0.5648115519,1498.6768355048,0.0728054094,5.8769350764,1,0.3157714528,4.232375339,0.1766449876,-0.12796164,0.51487043,1377.0962803259,1709.0134969463,0.9000034724,1.3248252905
999.9280552332,0.0813951302,3.3298229008,309.5739601409,0.7971675994,0.2512442676,3.8770148645,0.2662051163,-0.0747627982,0.4739193439,1501.3659993418,0.0798498118,5.8173920003,1,0.2190120229,4.5524587435,0.1471564263,-0.1194151058,0.3649988455,1083.8323093139,1645.1685697571,0.7670711734,0.9906291833
1001.0609978017,0.1113700694,5.2322756572,326.5888640753,0.7521709337,0.25693057,3.0154596271,0.2247598482,-0.0779900939,0.3214829942,1499.5516211511,0.0809905473,5.2990448205,0.7714034067,0.3051264251,3.0601190901,0.1963793914,-0.1190099079,0.6369472563,1191.3705023713,1639.7145936073,0.5771194926,0.7053911024
1000.4087904133,0.1182036883,7.4299337182,320.8493419974,0.6113788817,0.3615581784,2.9065939219,0.1643267514,-0.1074340624,0.6195513771,1500.5566417491,0.0818527529,5.9734273499,0.8847756246,0.2935227567,1.9998537176,0.1943316481,-0.1410306123,0.5924269587,1282.1933035273,1657.433191503,0.631562041,0.5031290963
999.7615338472,0.1073728897,10.1160420152,404.6800468948,0.569421232,0.3336209805,3.1395138163,0.3752250651,-0.0646085195,0.4149091865,1500.5166179511,0.0858233862,8.9473929509,0.7565290949,0.3122188557,2.820574713,0.1790784752,-0.1074681203,0.6818610011,1439.320413033,1811.2686295649,0.5863576365,0.6531046471
997.7989074251,0.0819690257,4.5583357866,322.0912375328,0.6952104989,0.2501979462,2.5944514386,0.4146537031,-0.1144254609,0.185151767,1499.537803648,0.0638363812,5.2815740386,0.7405711128,0.3222825757,3.3765714996,0.2870973968,-0.0706778406,0.5478667047,1118.1458321864,1608.1329817341,0.4424946183,0.7947800134
1001.5436632638,0.0989993826,3.2703864562,496.4753436117,0.585440001,0.3350003835,2.158466776,0.2471235301,-0.0988228062,0.7418139112,1501.0656191227,0.0987061795,6.0414249349,0.704654181,0.3427914495,4.2452461903,0.155420493,-0.1029167369,0.3837614414,1162.2856184999,1797.1267618904,0.4052080053,1.0192983832
999.1208424546,0.1172321671,4.8508843202,551.7394124699,0.6434510077,0.2025706138,2.438028259,0.1395861774,-0.1091705374,0.5235690755,1498.1670300631,0.118861037,7.2222650731,0.6243486403,0.3710403546,2.6234191811,0.2004660292,-0.0814279334,0.7523863095,1312.8838355351,1971.8054752676,0.3098044918,0.5954558557
1000.4294160018,0.0787982489,2.7061766529,434.1524562895,0.9460972404,0.1955706912,3.671877058,0.1397654044,-0.1411187239,0.4788641608,1500.2785364057,0.0427297741,5.8408135128,0.9664664184,0.2825390949,3.3098939254,0.2038690509,-0.1177903197,0.0917460634,1093.0089460195,1608.632848434,0.6699584562,0.9016115141
999.1323288426,0.0746763463,7.6119318723,751.0071671439,0.7599217132,0.3759993884,3.1457911275,0.2555229144,-0.1122291096,0.6310535922,1500.3774109723,0.1112669458,7.191565913,0.9430591776,0.3505597082,4.3675497677,0.1300341791,-0.0631964823,0.1895876375,1426.0282794908,2101.3210105317,0.8807504188,1.4423476461
999.6846072083,0.0880136689,3.9158019062,141.7989170397,0.8994930202,0.2789660854,4.233166568,0.2435739277,-0.1097271454,0.4636101278,1500.15668468,0.0616511954,6.7859424019,0.9799225409,0.3150088601,3.3644842418,0.2436370056,-0.0888645664,0.7501682871,1048.5547663053,1559.4798867946,1.0498294627,1.0223217383
998.6790670858,0.0790663032,5.9428186298,670.0446082846,0.7308825349,0.3052101725,3.1757646153,0.2752939853,-0.1201781145,0.2337300037,1498.2804638013,0.0715848049,6.3129288287,0.7550788581,0.2628042475,2.3791665556,0.3141809527,-0.1100667974,0.4710162288,1313.5174163893,1801.0801743925,0.7006938595,0.4558287281
999.9163251738,0.0875973528,6.3572663669,636.396087543,0.6712150595,0.1443325229,2.8348133098,0.250646515,-0.1315724078,0.389424825,1500.8931428262,0.0645124695,6.3493738641,0.7688985075,0.3197405977,2.2884362096,0.2380014889,-0.1258736647,0.2906928212,1354.3123903403,1761.5697545935,0.2617889893,0.5538990114
999.3912868758,0.1207043926,7.5635388154,147.2772898939,0.6921655723,0.248010202,3.1264214115,0.50241165,-0.0922331802,0.3628243523,1500.028698173,0.0652187285,6.6325728206,0.9593820925,0.2876570252,3.3577201999,0.263559764,-0.0621913198,0.6918343282,1133.8484360421,1563.7361358808,0.5198814645,0.9153001664
1000.5770686725,0.1142276655,1.2677178857,86.5525953276,0.7665353687,0.2870909583,3.1067970222,0.355929801,-0.0772994548,0.6763860168,1500.3059349874,0.0862398328,4.3203201094,0.8129598851,0.2600760266,2.8239427632,0.1339433537,-0.1410793548,0.2251100343,1013.1106162433,1532.5540198104,0.6650889172,0.5928162824
999.1473436682,0.0989205251,2.1835580596,46.6191991336,0.6639621384,0.3037632661,2.3683861243,0.2969083037,-0.0919551827,0.3410068001,1500.3871563568,0.0788873574,6.547508654,0.7372231755,0.2656573408,2.5019649766,0.1757684861,-0.1018393658,0.660226312,1009.2170305338,1524.4667025589,0.4683631656,0.4781885584
1000.2844345129,0.1078494825,1.5752965156,606.2765513507,0.7128317966,0.2683395042,2.8280824198,0.1473305167,-0.1065019372,0.518698629,1501.2087059798,0.0369576528,6.8131171401,0.8837575985,0.3119424534,3.3517848318,0.0580355563,-0.0919250954,0.5911249654,1103.2877370912,1653.8672121323,0.5328193453,0.9208715086
998.0843655103,0.0872834434,7.1819496161,433.9445442331,0.8374894784,0.4977632368,3.3929508216,0.3821469506,-0.1086767357,0.6676769428,1499.7289776138,0.0823707374,5.8113846131,0.8186588489,0.3250572253,4.0933826993,0.2369903806,-0.1233546753,0.4801000455,1270.1091394237,1707.4530391811,1.3866954628,1.0752588736
997.827891169,0.0817300472,0.0873075739,71.3140550563,0.6526588194,0.331631522,2.797856915,0.3719672652,-0.076194488,0.7186304587,1500.8180249871,0.0676950819,6.9718179805,0.7349179887,0.3482850829,3.9669039337,0.2438485767,-0.055191198,0.5330994883,998.3367634583,1534.4752487359,0.5852070908,1.0081979791
998.7411679889,0.0885299673,6.3711658132,350.1867720555,0.7637868694,0.2144256256,2.7679596331,0.258598432,-0.0870662517,0.6981022606,1499.4948060818,0.1224939091,6.8320633737,0.7783798721,0.3708952506,3.126364043,0.2584006173,-0.1035321836,0.9851465701,1196.2602000102,1792.5612654801,0.4376060006,0.876217754
999.6133757907,0.1066597969,6.3990965191,298.6136558269,0.7126912913,0.3421879797,3.5511579341,0.223278905,-0.0967259418,0.6717513137,1500.8133917713,0.066428161,7.3492134527,0.9292635641,0.3205981008,3.7806591829,0.1793859312,-0.1070482175,0.7033335199,1203.4250599879,1646.5950061972,0.8515287654,1.1128284153
998.8771960219,0.0876371393,5.3538122615,394.4581021985,0.7443005885,0.4927431656,2.6300014962,0.1097827921,-0.0713121563,0.2855960803,1500.0608820993,0.0688928128,6.19549797,0.823454537,0.2895658215,3.9171910975,0.0365628889,-0.0830948872,0.4899269548,1183.9540938575,1668.4255727837,0.9623146045,0.9325433573
1000.438289427,0.0976989611,4.9154460434,350.3500294555,0.6520638215,0.1759093867,2.6035994751,0.2186967463,-0.0710463717,0.1290153375,1498.479945734,0.0901523541,5.5809783217,0.6574294456,0.2602619274,1.2772476638,0.2417283409,-0.0901161101,0.3528083064,1168.6882756407,1674.754475915,0.2966390667,0.2108565573
1000.172095966,0.0779002346,6.9593112926,322.6091099878,0.5753542113,0.4571364654,2.8475125462,0.1312018944,-0.1019843593,0.8185448703,1499.0371864135,0.0708195908,4.6236271837,0.7791649851,0.2179292548,0.856584594,0.1756697149,-0.086616499,0.6186824873,1175.0688123704,1604.6734054798,0.7379870511,0.1360366925
998.8941354134,0.0751354912,2.7540074362,800.2373683545,0.6910184017,0.3543385927,3.0751507155,0.3958869145,-0.0861816107,0.7002278844,1500.1398319668,0.093133303,6.3828043922,0.7356965873,0.2711265742,2.3464241903,0.2904101178,-0.0836005312,0.4817566592,1164.4822137636,1975.8422604002,0.7290739587,0.4563376482
998.4298868304,0.1113785246,2.3339676568,570.4230798829,0.8330306169,0.3567435303,2.9274070547,0.3313541601,-0.0880489204,0.6385859231,1498.1065505151,0.080484726,3.4557303738,0.920255199,0.2788792071,2.2772325938,0.1579190282,-0.1033153292,0.7661303345,1146.7135762456,1656.760325122,0.8513308181,0.5719292985
