Iteration	M	a	b	e	h	
12451	56670.0	0.1061	0.007922	5.32E-4	0.3753	
12452	58300.0	0.1051	0.0124	4.386E-4	0.4705	
12453	59910.0	0.1082	0.0107	4.909E-4	0.3325	
12454	59080.0	0.1036	0.008091	4.065E-4	0.4265	
12455	25310.0	0.1043	0.00788	4.627E-4	0.5935	
12456	37520.0	0.1062	0.008486	4.272E-4	0.4229	
12457	59890.0	0.1059	0.01043	3.727E-4	0.3505	
12458	47230.0	0.1053	0.0107	6.117E-4	0.3882	
12459	58420.0	0.1063	0.01007	6.247E-4	0.4026	
12460	45330.0	0.1054	0.005205	5.126E-4	0.4216	
12461	52180.0	0.106	0.01047	5.816E-4	0.5201	
12462	42190.0	0.1078	0.009695	3.892E-4	0.4297	
12463	59670.0	0.1058	0.008829	4.382E-4	0.3893	
12464	56130.0	0.1051	0.004482	4.447E-4	0.3648	
12465	44890.0	0.1044	0.01124	5.158E-4	0.3087	
12466	50500.0	0.1045	0.006585	4.568E-4	0.4902	
12467	49530.0	0.1047	0.009612	4.769E-4	0.5734	
12468	55720.0	0.1053	0.005928	4.348E-4	0.4283	
12469	58530.0	0.1066	0.005037	5.392E-4	0.3937	
12470	33100.0	0.1052	0.009136	5.162E-4	0.3807	
12471	57410.0	0.1061	0.009851	4.646E-4	0.6375	
12472	59350.0	0.1057	0.009475	4.694E-4	0.2795	
12473	56710.0	0.1059	0.009619	4.683E-4	0.4399	
12474	59750.0	0.1061	0.009314	4.762E-4	0.4845	
12475	10660.0	0.1067	0.00933	5.242E-4	0.4868	
12476	51470.0	0.1062	0.01097	4.67E-4	0.4393	
12477	53130.0	0.1055	0.008756	4.895E-4	0.3958	
12478	56060.0	0.1055	0.006773	4.618E-4	0.4491	
12479	58060.0	0.1054	0.006172	4.958E-4	0.4301	
12480	59680.0	0.1056	0.007098	5.88E-4	0.4207	
12481	53920.0	0.1065	0.007637	3.591E-4	0.4413	
12482	58630.0	0.1059	0.008387	5.139E-4	0.4403	
12483	59700.0	0.1052	0.009286	4.087E-4	0.7413	
12484	58830.0	0.1072	0.01363	3.99E-4	0.4582	
12485	45620.0	0.1044	0.0145	4.731E-4	0.363	
12486	8656.0	0.1043	0.01398	4.461E-4	0.3651	
12487	46300.0	0.1068	0.004774	5.196E-4	0.2422	
12488	53280.0	0.1057	0.01409	5.623E-4	0.4509	
12489	49990.0	0.1065	0.006217	4.625E-4	0.2714	
12490	48410.0	0.106	0.008322	6.457E-4	0.2445	
12491	52320.0	0.1052	0.009939	5.123E-4	0.4592	
12492	57810.0	0.1053	0.009514	4.797E-4	0.5347	
12493	51870.0	0.1052	0.005645	4.48E-4	0.321	
12494	42470.0	0.1055	0.004942	4.223E-4	0.2551	
12495	53260.0	0.1057	0.004427	6.008E-4	0.5108	
12496	57350.0	0.1054	0.003149	6.759E-4	0.3001	
12497	58680.0	0.1058	0.003939	5.903E-4	0.4698	
12498	58510.0	0.1049	0.005162	3.972E-4	0.4998	
12499	22800.0	0.1052	0.004163	5.142E-4	0.5728	
12500	30340.0	0.1056	0.007533	4.146E-4	0.621	
12501	28880.0	0.106	0.007461	4.715E-4	0.69	
12502	55480.0	0.1059	0.005601	4.551E-4	0.6902	
12503	55650.0	0.1051	0.01207	4.272E-4	0.3071	
12504	57450.0	0.1048	0.01179	4.387E-4	0.3717	
12505	58110.0	0.106	0.01328	5.274E-4	0.3438	
12506	52940.0	0.1067	0.01125	5.059E-4	0.3651	
12507	52180.0	0.1053	0.009558	4.342E-4	0.4219	
12508	58710.0	0.1064	0.008833	4.75E-4	0.5673	
12509	57360.0	0.1051	0.01124	3.777E-4	0.5761	
12510	13030.0	0.1047	0.006053	4.909E-4	0.2852	
12511	54990.0	0.1073	0.006714	5.91E-4	0.3348	
12512	58030.0	0.1061	0.01193	4.192E-4	0.3384	
12513	59960.0	0.1054	0.01145	5.471E-4	0.3676	
12514	53360.0	0.1068	0.009459	4.444E-4	0.5048	
12515	55840.0	0.105	0.01064	4.937E-4	0.5105	
12516	12990.0	0.1061	0.01023	5.192E-4	0.4382	
12517	15990.0	0.106	0.0132	5.021E-4	0.4506	
12518	58390.0	0.1045	0.01195	5.112E-4	0.5151	
12519	47970.0	0.1055	0.009326	4.483E-4	0.5202	
12520	59410.0	0.1059	0.006932	5.333E-4	0.4209	
12521	59980.0	0.1056	0.007972	5.427E-4	0.3609	
12522	59060.0	0.1069	0.01047	5.351E-4	0.306	
12523	56370.0	0.1073	0.009708	4.725E-4	0.3192	
12524	28240.0	0.1073	0.009941	4.738E-4	0.6558	
12525	49280.0	0.1042	0.007545	4.371E-4	0.5193	
12526	59580.0	0.1067	0.00774	5.007E-4	0.394	
12527	6.0E+4	0.1051	0.005706	4.833E-4	0.3768	
12528	47110.0	0.1032	0.006178	5.035E-4	0.4211	
12529	-1334.0	0.1031	0.006543	4.751E-4	0.3692	
12530	56430.0	0.1082	0.006625	4.901E-4	0.2309	
12531	59920.0	0.1045	0.00668	5.181E-4	0.4295	
12532	59860.0	0.1043	0.00768	4.747E-4	0.3838	
12533	49590.0	0.1044	0.01059	5.154E-4	0.3923	
12534	33710.0	0.1067	0.008292	4.684E-4	0.4069	
12535	57590.0	0.1055	0.008852	4.741E-4	0.4377	
12536	55770.0	0.1063	0.01038	4.342E-4	0.2987	
12537	59070.0	0.1059	0.01184	4.269E-4	0.6137	
12538	53690.0	0.1064	0.01287	4.354E-4	0.342	
12539	59890.0	0.1054	0.009527	5.347E-4	0.5359	
12540	56790.0	0.1048	0.01209	4.44E-4	0.4041	
12541	59860.0	0.106	0.008019	4.875E-4	0.472	
12542	43650.0	0.1066	0.007668	5.45E-4	0.3214	
12543	59890.0	0.1048	0.006389	5.37E-4	0.4268	
12544	46820.0	0.106	0.0063	4.706E-4	0.4437	
12545	56050.0	0.1044	0.008265	4.765E-4	0.5445	
12546	47830.0	0.1039	0.006239	4.796E-4	0.537	
12547	53660.0	0.1074	0.003262	5.097E-4	0.311	
12548	59950.0	0.1066	0.008776	5.086E-4	0.4267	
12549	49910.0	0.1041	0.008774	4.104E-4	0.4375	
12550	54230.0	0.1078	0.01061	4.936E-4	0.5067	
12551	5.9E+4	0.1071	0.008277	4.219E-4	0.5399	
12552	49110.0	0.1049	0.01081	4.616E-4	0.3582	
12553	59960.0	0.1059	0.008676	5.642E-4	0.3589	
12554	59940.0	0.1069	0.009209	4.065E-4	0.3302	
12555	20170.0	0.1049	0.01067	5.387E-4	0.2867	
12556	57740.0	0.1048	0.006684	5.52E-4	0.4581	
12557	59880.0	0.1047	0.006499	4.428E-4	0.4704	
12558	29050.0	0.1061	0.007851	4.918E-4	0.5186	
12559	59990.0	0.1051	0.007958	4.606E-4	0.4367	
12560	39130.0	0.1048	0.007458	5.791E-4	0.3757	
12561	59710.0	0.1056	0.00782	5.838E-4	0.4769	
12562	45120.0	0.1052	0.008085	4.531E-4	0.4634	
12563	44920.0	0.1059	0.00856	5.071E-4	0.2971	
12564	51360.0	0.106	0.009844	5.719E-4	0.2908	
12565	33710.0	0.1063	0.009416	5.609E-4	0.507	
12566	24470.0	0.1054	0.01193	6.012E-4	0.1676	
12567	59250.0	0.1043	0.01214	5.191E-4	0.1776	
12568	59960.0	0.1058	0.009976	4.846E-4	0.3764	
12569	52320.0	0.1074	0.008443	4.887E-4	0.33	
12570	53530.0	0.1062	0.008961	4.348E-4	0.3228	
12571	59570.0	0.106	0.008948	4.415E-4	0.2724	
12572	55560.0	0.1047	0.009535	4.707E-4	0.6264	
12573	52540.0	0.107	0.00665	5.739E-4	0.317	
12574	39550.0	0.1059	0.008019	6.416E-4	0.3419	
12575	49700.0	0.1047	0.008905	6.268E-4	0.5217	
12576	59690.0	0.1048	0.01575	5.251E-4	0.2019	
12577	44430.0	0.1058	0.007089	5.157E-4	0.1997	
12578	41350.0	0.1073	0.005645	5.168E-4	0.5097	
12579	59010.0	0.1046	0.008269	5.569E-4	0.307	
12580	59830.0	0.1062	0.007676	5.969E-4	0.2954	
12581	38930.0	0.1044	0.01062	6.041E-4	0.3423	
12582	54260.0	0.107	0.01466	5.141E-4	0.4657	
12583	59410.0	0.1057	0.01213	5.089E-4	0.3868	
12584	31980.0	0.1066	0.01161	3.519E-4	0.5587	
12585	6.0E+4	0.1057	0.008619	3.252E-4	0.6166	
12586	59880.0	0.1058	0.006071	4.699E-4	0.5871	
12587	-41650.0	0.1054	0.007651	4.774E-4	0.4416	
12588	43190.0	0.1061	0.006493	5.933E-4	0.3888	
12589	47970.0	0.1055	0.01252	4.58E-4	0.2971	
12590	2.6E+4	0.1061	0.007809	4.916E-4	0.573	
12591	58010.0	0.1053	0.01298	4.969E-4	0.4927	
12592	59740.0	0.1057	0.01131	4.466E-4	0.524	
12593	59610.0	0.1054	0.008529	3.995E-4	0.5537	
12594	58090.0	0.1065	0.006751	4.469E-4	0.5532	
12595	50710.0	0.1046	0.006745	5.367E-4	0.2367	
12596	33750.0	0.1061	0.009921	4.659E-4	0.3766	
12597	56600.0	0.1069	0.006382	4.619E-4	0.3553	
12598	54690.0	0.1036	0.006468	5.925E-4	0.233	
12599	56320.0	0.1044	0.0045	4.529E-4	0.6572	
12600	59810.0	0.1061	0.009261	4.851E-4	0.5687	
12601	57900.0	0.106	0.007844	3.371E-4	0.718	
12602	59940.0	0.1065	0.007852	3.85E-4	0.9454	
12603	6.0E+4	0.1071	0.00773	3.825E-4	0.7244	
12604	32530.0	0.1048	0.007704	4.736E-4	0.5642	
12605	59320.0	0.1067	0.009345	5.074E-4	0.4953	
12606	46510.0	0.1053	0.01049	5.069E-4	0.4216	
12607	39020.0	0.105	0.008959	3.992E-4	0.442	
12608	59600.0	0.106	0.005275	5.138E-4	0.4394	
12609	46170.0	0.1055	0.00446	4.705E-4	0.3232	
12610	57220.0	0.1054	0.008548	5.84E-4	0.4351	
12611	56650.0	0.1074	0.007293	5.289E-4	0.447	
12612	27670.0	0.1059	0.008802	4.107E-4	0.4523	
12613	46350.0	0.1048	0.008819	4.213E-4	0.6616	
12614	52570.0	0.1067	0.01383	4.216E-4	0.597	
12615	59270.0	0.1074	0.01283	4.822E-4	0.4239	
12616	59280.0	0.1041	0.01034	4.282E-4	0.5423	
12617	55180.0	0.1051	0.01147	4.415E-4	0.6568	
12618	54010.0	0.1062	0.01057	3.677E-4	0.6168	
12619	55530.0	0.1065	0.01042	4.103E-4	0.4434	
12620	43660.0	0.1069	0.008655	4.588E-4	0.4576	
12621	60010.0	0.1068	0.008356	3.874E-4	0.3504	
12622	54640.0	0.1047	0.008328	5.463E-4	0.2785	
12623	53460.0	0.1052	0.008771	4.068E-4	0.4333	
12624	41520.0	0.1064	0.007897	5.154E-4	0.3956	
12625	58910.0	0.1049	0.007015	5.122E-4	0.3657	
12626	59340.0	0.1052	0.01052	5.165E-4	0.4634	
12627	33580.0	0.1049	0.008096	5.949E-4	0.3361	
12628	38750.0	0.1063	0.009747	4.569E-4	0.6005	
12629	55720.0	0.1045	0.01148	4.778E-4	0.4633	
12630	54290.0	0.105	0.01261	3.889E-4	0.6978	
12631	19270.0	0.1056	0.01082	3.614E-4	0.8121	
12632	41520.0	0.1055	0.01017	3.45E-4	0.4593	
12633	33330.0	0.1052	0.00975	4.989E-4	0.5396	
12634	47280.0	0.1061	0.009588	4.155E-4	0.5691	
12635	19330.0	0.1063	0.006406	4.538E-4	0.8289	
12636	56100.0	0.105	0.00508	3.716E-4	0.3871	
12637	51800.0	0.1051	0.00711	4.272E-4	0.7061	
12638	22900.0	0.1048	0.01129	4.506E-4	0.3374	
12639	47660.0	0.1047	0.01307	4.433E-4	0.4208	
12640	59330.0	0.1055	0.01114	4.201E-4	0.5807	
12641	55480.0	0.1052	0.01154	4.107E-4	0.5235	
12642	59340.0	0.106	0.0103	3.508E-4	0.6075	
12643	59490.0	0.1059	0.01443	3.236E-4	0.3093	
12644	59340.0	0.1058	0.007888	5.736E-4	0.3245	
12645	54080.0	0.1058	0.01013	5.517E-4	0.3329	
12646	56380.0	0.1062	0.0104	5.986E-4	0.2623	
12647	50890.0	0.1057	0.01153	4.684E-4	0.6271	
12648	59380.0	0.106	0.01007	5.605E-4	0.6394	
12649	59160.0	0.106	0.009068	4.861E-4	0.6197	
12650	34280.0	0.1056	0.01488	4.27E-4	0.3186	
12651	46530.0	0.1058	0.01284	5.456E-4	0.2386	
12652	53520.0	0.1054	0.01032	4.7E-4	0.3359	
12653	6.0E+4	0.1065	0.005844	5.081E-4	0.458	
12654	53310.0	0.1045	0.00659	4.591E-4	0.3923	
12655	59270.0	0.1069	0.009406	4.658E-4	0.5721	
12656	9676.0	0.1055	0.01245	4.61E-4	0.524	
12657	51980.0	0.1062	0.007461	5.636E-4	0.5016	
12658	53750.0	0.1044	0.0109	4.918E-4	0.4552	
12659	51440.0	0.1057	0.008649	4.196E-4	0.4051	
12660	56780.0	0.1041	0.008137	4.796E-4	0.3955	
12661	56750.0	0.1066	0.007806	5.189E-4	0.4802	
12662	59830.0	0.1049	0.01071	4.432E-4	0.5304	
12663	56570.0	0.1057	0.009078	5.267E-4	0.3417	
12664	53720.0	0.1057	0.01154	3.666E-4	0.2977	
12665	19010.0	0.1056	0.01003	3.816E-4	0.6964	
12666	6.0E+4	0.1053	0.00844	3.546E-4	0.7423	
12667	50650.0	0.1048	0.008543	3.593E-4	0.3847	
12668	56240.0	0.1057	0.007025	4.217E-4	0.4645	
12669	57730.0	0.1057	0.006089	4.506E-4	0.5436	
12670	44360.0	0.1062	0.01032	4.694E-4	0.5908	
12671	52210.0	0.105	0.01065	4.053E-4	0.5762	
12672	42650.0	0.1042	0.006796	4.571E-4	0.367	
12673	57830.0	0.1042	0.007451	5.599E-4	0.3968	
12674	57140.0	0.108	0.008232	5.436E-4	0.2523	
12675	58760.0	0.1084	0.01088	5.575E-4	0.3356	
12676	47350.0	0.1056	0.007792	5.21E-4	0.4796	
12677	34860.0	0.1038	0.01093	5.713E-4	0.4967	
12678	59970.0	0.106	0.009557	4.761E-4	0.2641	
12679	19380.0	0.1047	0.01294	5.531E-4	0.3575	
12680	59450.0	0.1066	0.01209	5.683E-4	0.4514	
12681	56130.0	0.1073	0.007849	5.55E-4	0.3002	
12682	48420.0	0.1066	0.008233	5.302E-4	0.4539	
12683	26940.0	0.1062	0.0066	5.624E-4	0.3589	
12684	42770.0	0.1052	0.004565	5.3E-4	0.5271	
12685	57160.0	0.1059	0.00608	4.138E-4	0.3773	
12686	51020.0	0.1053	0.005755	5.428E-4	0.329	
12687	47400.0	0.1056	0.01326	6.398E-4	0.4791	
12688	59090.0	0.1055	0.01448	4.053E-4	0.4174	
12689	58850.0	0.1056	0.0123	4.534E-4	0.4883	
12690	59080.0	0.1049	0.01187	4.541E-4	0.4357	
12691	25230.0	0.1058	0.01205	5.189E-4	0.455	
12692	59660.0	0.1047	0.009176	5.074E-4	0.453	
12693	30750.0	0.1082	0.01053	4.584E-4	0.3184	
12694	58660.0	0.1054	0.009405	5.034E-4	0.3604	
12695	58360.0	0.1075	0.00735	4.995E-4	0.4264	
12696	59480.0	0.1067	0.0118	4.798E-4	0.3052	
12697	59910.0	0.1042	0.01314	4.697E-4	0.2782	
12698	57700.0	0.1057	0.00918	5.808E-4	0.2389	
12699	21670.0	0.1058	0.01202	5.304E-4	0.2395	
12700	31550.0	0.1058	0.01426	4.563E-4	0.2833	
12701	24830.0	0.107	0.01366	4.409E-4	0.2768	
12702	59960.0	0.105	0.01176	6.096E-4	0.3035	
12703	51410.0	0.1071	0.01111	5.535E-4	0.3263	
12704	59790.0	0.1056	0.01112	4.329E-4	0.4895	
12705	60010.0	0.1056	0.01049	4.438E-4	0.3709	
12706	39140.0	0.1063	0.008461	4.726E-4	0.3853	
12707	46630.0	0.1064	0.009515	4.6E-4	0.7609	
12708	50730.0	0.1064	0.007769	4.801E-4	0.2176	
12709	53230.0	0.1056	0.007622	4.963E-4	0.6576	
12710	56570.0	0.1052	0.01513	4.543E-4	0.4952	
12711	56030.0	0.1056	0.004766	5.162E-4	0.2743	
12712	52080.0	0.1057	0.009649	5.322E-4	0.4304	
12713	46960.0	0.1062	0.00705	5.402E-4	0.3112	
12714	58260.0	0.1054	0.009806	4.313E-4	0.7516	
12715	59810.0	0.1045	0.009442	3.884E-4	0.5467	
12716	59830.0	0.1067	0.0119	5.238E-4	0.2465	
12717	52600.0	0.1075	0.01234	5.048E-4	0.4018	
12718	40620.0	0.1067	0.01221	4.234E-4	0.3824	
12719	58440.0	0.1057	0.01196	4.946E-4	0.4577	
12720	58720.0	0.1062	0.01246	4.956E-4	0.6132	
12721	42120.0	0.1046	0.0111	3.887E-4	0.6285	
12722	44500.0	0.1069	0.01005	3.956E-4	0.5575	
12723	59680.0	0.1033	0.008311	4.603E-4	0.3546	
12724	59600.0	0.1052	0.00841	5.529E-4	0.3797	
12725	59360.0	0.1053	0.008863	5.119E-4	0.3973	
12726	46530.0	0.1059	0.008225	4.81E-4	0.3508	
12727	43690.0	0.1054	0.006716	5.758E-4	0.2727	
12728	60010.0	0.1059	0.006138	4.644E-4	0.4583	
12729	46100.0	0.1059	0.006252	4.916E-4	0.3453	
12730	44120.0	0.1054	0.01545	4.249E-4	0.4116	
12731	43190.0	0.1042	0.009424	4.227E-4	0.4698	
12732	58450.0	0.1073	0.007832	4.071E-4	0.269	
12733	59510.0	0.1082	0.007445	3.666E-4	0.3706	
12734	42620.0	0.1085	0.009013	3.558E-4	0.4637	
12735	56660.0	0.1038	0.006861	4.204E-4	0.6554	
12736	32330.0	0.1068	0.008607	3.692E-4	0.6605	
12737	37330.0	0.1062	0.009959	4.657E-4	0.6224	
12738	59240.0	0.1038	0.008125	3.935E-4	0.5683	
12739	53490.0	0.1057	0.00645	5.496E-4	0.4136	
12740	54760.0	0.1055	0.008889	5.516E-4	0.3205	
12741	58570.0	0.1057	0.01035	5.039E-4	0.4966	
12742	49460.0	0.1051	0.009978	4.536E-4	0.4792	
12743	24610.0	0.1063	0.009939	4.301E-4	0.4657	
12744	51690.0	0.1063	0.008989	3.804E-4	0.791	
12745	42110.0	0.1065	0.009757	4.211E-4	0.8629	
12746	45650.0	0.1056	0.014	3.626E-4	0.8651	
12747	55050.0	0.1059	0.01305	3.575E-4	0.8502	
12748	-7544.0	0.104	0.01097	3.528E-4	0.5476	
12749	56490.0	0.1065	0.01147	4.293E-4	0.4982	
12750	52210.0	0.1063	0.004997	3.912E-4	0.4322	
12751	57580.0	0.1049	0.0082	4.985E-4	0.3209	
12752	38140.0	0.1051	0.01071	4.978E-4	0.5257	
12753	59780.0	0.1042	0.009032	4.69E-4	0.33	
12754	44740.0	0.1077	0.01104	5.037E-4	0.3436	
12755	45310.0	0.1066	0.006212	5.086E-4	0.3892	
12756	59920.0	0.1058	0.009246	4.597E-4	0.566	
12757	59910.0	0.1054	0.01243	4.641E-4	0.4746	
12758	42200.0	0.1075	0.01616	4.473E-4	0.407	
12759	51010.0	0.1048	0.01271	4.954E-4	0.4626	
12760	51300.0	0.1061	0.01354	4.536E-4	0.5024	
12761	52110.0	0.1051	0.01277	4.869E-4	0.4271	
12762	49400.0	0.1053	0.01496	5.179E-4	0.4028	
12763	57160.0	0.106	0.01456	4.391E-4	0.4202	
12764	48670.0	0.1061	0.01802	5.517E-4	0.275	
12765	17290.0	0.1055	0.00895	4.845E-4	0.4278	
12766	59980.0	0.1062	0.008307	5.103E-4	0.4158	
12767	48200.0	0.1067	0.006465	5.179E-4	0.4683	
12768	59590.0	0.1044	0.004291	4.653E-4	0.4261	
12769	35640.0	0.1057	0.004519	4.834E-4	0.3269	
12770	59730.0	0.1058	0.005154	5.015E-4	0.3031	
12771	56950.0	0.1056	0.004653	5.125E-4	0.2153	
12772	52410.0	0.1054	0.00715	5.307E-4	0.208	
12773	43570.0	0.1048	0.01419	5.707E-4	0.355	
12774	52240.0	0.1057	0.01266	4.793E-4	0.3732	
12775	32300.0	0.1054	0.01118	5.227E-4	0.6269	
12776	54350.0	0.1069	0.01244	4.214E-4	0.2863	
12777	53610.0	0.1051	0.008653	5.156E-4	0.2533	
12778	45590.0	0.1048	0.008015	5.107E-4	0.4261	
12779	38840.0	0.1062	0.00962	4.346E-4	0.5157	
12780	6439.0	0.1058	0.009743	4.911E-4	0.2241	
12781	58390.0	0.1051	0.0115	5.235E-4	0.4164	
12782	57810.0	0.1056	0.01475	4.424E-4	0.3346	
12783	37880.0	0.1035	0.01575	5.603E-4	0.2651	
12784	58970.0	0.1047	0.0117	6.034E-4	0.3168	
12785	31360.0	0.1061	0.009267	5.199E-4	0.3945	
12786	29370.0	0.1046	0.00907	4.863E-4	0.3687	
12787	54400.0	0.1048	0.01059	4.441E-4	0.5809	
12788	48300.0	0.1044	0.0054	4.502E-4	0.3828	
12789	59990.0	0.1067	0.006994	5.378E-4	0.4688	
12790	54740.0	0.1059	0.01069	4.246E-4	0.5895	
12791	59860.0	0.104	0.008532	4.69E-4	0.532	
12792	18050.0	0.1075	0.01041	4.492E-4	0.495	
12793	55930.0	0.1054	0.008179	4.817E-4	0.5339	
12794	58450.0	0.1065	0.007379	4.387E-4	0.5817	
12795	47550.0	0.1051	0.00919	4.892E-4	0.4849	
12796	59750.0	0.1053	0.006182	4.34E-4	0.479	
12797	50560.0	0.1064	0.005116	5.259E-4	0.3705	
12798	59250.0	0.1046	0.006753	4.614E-4	0.4332	
12799	58320.0	0.1052	0.01026	5.1E-4	0.3264	
12800	49770.0	0.1045	0.01093	5.603E-4	0.2085	
12801	53910.0	0.1041	0.006466	5.901E-4	0.2381	
12802	58470.0	0.1067	0.005887	5.672E-4	0.2805	
12803	59470.0	0.1062	0.006221	6.353E-4	0.256	
12804	49040.0	0.1065	0.007949	5.591E-4	0.3149	
12805	56440.0	0.107	0.007477	4.808E-4	0.4993	
12806	11220.0	0.1044	0.006892	4.343E-4	0.2718	
12807	26970.0	0.1054	0.00713	4.139E-4	0.5244	
12808	46870.0	0.1061	0.005844	4.338E-4	0.3699	
12809	60010.0	0.106	0.005419	4.77E-4	0.3775	
12810	53680.0	0.1059	0.007692	4.4E-4	0.3397	
12811	59080.0	0.1057	0.009104	4.792E-4	0.2437	
12812	59040.0	0.1048	0.009139	5.436E-4	0.3464	
12813	58690.0	0.1067	0.008623	3.901E-4	0.4325	
12814	54220.0	0.1054	0.009461	4.165E-4	0.7206	
12815	59980.0	0.1034	0.007139	4.377E-4	0.6054	
12816	47830.0	0.1082	0.01052	3.689E-4	0.6035	
12817	55990.0	0.1061	0.007295	5.278E-4	0.4509	
12818	59140.0	0.1066	0.008122	4.58E-4	0.5994	
12819	58910.0	0.1059	0.007527	4.193E-4	0.5025	
12820	51540.0	0.1061	0.005794	6.84E-4	0.4362	
12821	59330.0	0.1047	0.009287	4.873E-4	0.6213	
12822	59570.0	0.1041	0.007711	5.409E-4	0.6278	
12823	53940.0	0.1042	0.009171	4.729E-4	0.2271	
12824	54420.0	0.1046	0.00713	5.34E-4	0.5903	
12825	59530.0	0.1058	0.006848	5.057E-4	0.4217	
12826	59510.0	0.1054	0.01067	4.175E-4	0.5377	
12827	58430.0	0.1058	0.009143	5.241E-4	0.4336	
12828	7396.0	0.1055	0.008447	4.162E-4	0.4062	
12829	58560.0	0.1072	0.006085	5.488E-4	0.5257	
12830	59760.0	0.1063	0.009311	4.864E-4	0.4992	
12831	59080.0	0.104	0.007316	4.136E-4	0.3847	
12832	51930.0	0.1044	0.007832	5.177E-4	0.5799	
12833	23160.0	0.1044	0.01275	4.66E-4	0.4949	
12834	59910.0	0.1055	0.01181	5.403E-4	0.282	
12835	29390.0	0.105	0.007932	4.444E-4	0.3191	
12836	59080.0	0.1067	0.01061	5.204E-4	0.5483	
12837	59970.0	0.1058	0.01674	4.585E-4	0.3944	
12838	59690.0	0.1064	0.01173	4.344E-4	0.4499	
12839	29900.0	0.1069	0.01138	4.769E-4	0.4112	
12840	57190.0	0.1042	0.007754	4.892E-4	0.4467	
12841	55580.0	0.1066	0.007362	5.088E-4	0.4566	
12842	55280.0	0.1056	0.008684	5.344E-4	0.3391	
12843	55070.0	0.1058	0.008903	3.424E-4	0.5925	
12844	48310.0	0.1048	0.00783	5.021E-4	0.2178	
12845	55440.0	0.1049	0.008863	4.973E-4	0.606	
12846	49960.0	0.1052	0.006911	4.979E-4	0.5531	
12847	57410.0	0.1059	0.006553	4.005E-4	0.4707	
12848	58560.0	0.1054	0.005752	5.008E-4	0.4573	
12849	59020.0	0.106	0.0074	4.929E-4	0.38	
12850	53770.0	0.1068	0.005289	4.807E-4	0.3603	
12851	56350.0	0.1047	0.004501	4.544E-4	0.4631	
12852	54950.0	0.1065	0.005566	5.666E-4	0.4561	
12853	5.0E+4	0.1069	0.004897	5.661E-4	0.3937	
12854	48060.0	0.1068	0.007752	4.098E-4	0.2828	
12855	58410.0	0.1065	0.006854	5.29E-4	0.5925	
12856	59810.0	0.1067	0.005973	3.774E-4	0.6657	
12857	46390.0	0.1062	0.008365	3.81E-4	0.4904	
12858	56240.0	0.1046	0.008461	4.674E-4	0.6249	
12859	41340.0	0.1045	0.01491	5.15E-4	0.2649	
12860	42890.0	0.1067	0.01165	4.451E-4	0.4045	
12861	1515.0	0.1069	0.01413	4.224E-4	0.5029	
12862	35260.0	0.1054	0.01288	4.664E-4	0.5297	
12863	48350.0	0.1045	0.01346	4.288E-4	0.3336	
12864	58700.0	0.1069	0.01067	4.452E-4	0.274	
12865	55020.0	0.1045	0.006195	4.391E-4	0.3033	
12866	52350.0	0.1045	0.009596	5.98E-4	0.3047	
12867	50590.0	0.1049	0.008611	6.192E-4	0.4212	
12868	4530.0	0.1051	0.009016	3.738E-4	0.5507	
12869	39200.0	0.1042	0.008312	4.129E-4	0.3552	
12870	56660.0	0.1061	0.007819	4.312E-4	0.497	
12871	56270.0	0.1068	0.006131	3.847E-4	0.49	
12872	3075.0	0.1056	0.005013	5.252E-4	0.358	
12873	53580.0	0.1055	0.005845	5.276E-4	0.3584	
12874	48070.0	0.1048	0.005137	6.413E-4	0.3449	
12875	59980.0	0.1043	0.006723	5.512E-4	0.3357	
12876	50750.0	0.1072	0.01142	5.889E-4	0.3848	
12877	59990.0	0.1069	0.01578	4.749E-4	0.4217	
12878	44730.0	0.1047	0.01057	5.008E-4	0.3564	
12879	44860.0	0.1049	0.005853	4.502E-4	0.3341	
12880	57560.0	0.1053	0.009437	4.391E-4	0.4887	
12881	54050.0	0.1062	0.009347	5.665E-4	0.4344	
12882	14520.0	0.104	0.007068	5.517E-4	0.4434	
12883	54290.0	0.1056	0.01131	5.576E-4	0.398	
12884	59640.0	0.1065	0.008456	4.683E-4	0.3822	
12885	59250.0	0.1044	0.005318	5.455E-4	0.4347	
12886	41370.0	0.1041	0.008076	5.682E-4	0.4114	
12887	49360.0	0.1071	0.008113	5.418E-4	0.4314	
12888	59910.0	0.1073	0.008443	4.114E-4	0.3616	
12889	49590.0	0.1064	0.01063	4.461E-4	0.4914	
12890	59870.0	0.1047	0.007199	4.745E-4	0.439	
12891	59290.0	0.107	0.005873	5.0E-4	0.4015	
12892	54020.0	0.1062	0.008801	5.36E-4	0.5823	
12893	58690.0	0.1072	0.007569	5.41E-4	0.3623	
12894	44540.0	0.1062	0.007321	5.811E-4	0.5143	
12895	50970.0	0.1044	0.007933	4.95E-4	0.4805	
12896	13720.0	0.1055	0.007768	4.881E-4	0.3214	
12897	59480.0	0.1069	0.008506	5.147E-4	0.4316	
12898	59960.0	0.1063	0.009146	4.497E-4	0.3845	
12899	51960.0	0.107	0.01026	4.581E-4	0.4368	
12900	54580.0	0.1054	0.006917	4.534E-4	0.4589	
12901	59630.0	0.1067	0.005791	5.332E-4	0.5668	
12902	50620.0	0.1056	0.0116	5.24E-4	0.3814	
12903	24860.0	0.1061	0.01097	4.97E-4	0.2949	
